log_id,user_id,query,clicked_restaurant_id,clicked_rank,action,timestamp
505,user_019,veg food under 200,6,2,order,1783921662
506,user_037,pure veg biryani in indiranagar under 300,4,1,click,1783968963
507,user_039,crispy breakfast,7,4,click,1784473868
508,user_045,South Indian dishes,7,3,add_to_cart,1784375922
509,user_020,burger in Whitefield,6,4,click,1783769915
510,user_029,biryani without rice,3,2,add_to_cart,1784561864
511,user_013,pizza under 150,2,2,order,1784980156
512,user_033,dal makhani,1,1,add_to_cart,1784939446
513,user_034,Koramangala Punjab Grill,1,4,click,1783622301
514,user_004,biryani under 500,3,3,click,1784325315
515,user_024,chinese in Jayanagar,5,1,click,1782941984
516,user_039,pure veg pizza in indiranagar under 300,2,1,add_to_cart,1784257677
517,user_048,chinese in Indiranagar,5,1,add_to_cart,1782928928
518,user_037,biryani under 350,3,3,click,1783757981
519,user_042,dosa in Jayanagar,7,5,click,1784802300
520,user_012,bengali sweets special,8,1,click,1783872395
521,user_046,chinese in Whitefield,5,2,order,1784392845
522,user_017,pure veg thali in indiranagar under 250,1,1,order,1785265309
523,user_043,pure veg biryani in hsr layout under 400,6,5,add_to_cart,1784065691
524,user_005,pure veg thali in hsr layout under 300,1,3,add_to_cart,1783975132
525,user_042,biryani without chicken,4,3,click,1783051923
526,user_026,fast fud burger,6,1,click,1784899925
527,user_027,chinese in Indiranagar,5,1,click,1784253139
528,user_044,dosa in Koramangala,7,1,add_to_cart,1784941625
529,user_043,chinese under 350,3,1,add_to_cart,1783223169
530,user_017,thali without rice,1,3,add_to_cart,1783188343
531,user_048,burger in Koramangala,7,3,add_to_cart,1784372742
532,user_030,biryani in Whitefield,8,5,click,1785261482
533,user_005,crispy breakfast,7,5,click,1784414629
534,user_004,pure veg thali in hsr layout under 200,3,2,click,1783653897
535,user_030,shezwan hakka noodles,5,2,click,1784858855
536,user_021,veg food under 400,1,4,order,1783961052
537,user_011,KC Das Sweets,8,3,order,1783183065
538,user_041,pure veg thali in koramangala under 250,1,1,order,1784421538
539,user_024,burger without mayo,6,1,click,1782888938
540,user_047,rich gravy curry,1,1,add_to_cart,1783354567
541,user_038,pure veg pizza in koramangala under 400,2,4,click,1784064543
542,user_047,pure veg pizza in indiranagar under 250,2,2,order,1783374946
543,user_023,pure veg pizza in indiranagar under 300,2,1,order,1782894007
544,user_009,curry without dairy,1,2,click,1783330371
545,user_003,light south indian breakfast,7,2,click,1785304891
546,user_007,family biryani bucket,3,1,click,1783299450
547,user_008,Biryani food,3,1,click,1783675701
548,user_001,authentic hyderabadi taste,3,2,add_to_cart,1785354007
549,user_007,pure veg pizza in indiranagar under 200,2,1,add_to_cart,1783291996
550,user_013,pure veg biryani in koramangala under 400,4,3,click,1784315025
551,user_011,biryani in Whitefield,4,1,click,1784829843
552,user_001,paneer butter masala,1,3,order,1783439350
553,user_033,Koramangala Punjab Grill,1,2,add_to_cart,1783783349
554,user_017,biryani in Whitefield,4,2,click,1782979235
555,user_044,Fast Food restaurant,6,3,click,1783006265
556,user_011,bengali sweets special,8,1,add_to_cart,1783203659
557,user_012,Chinese dishes,5,1,order,1783953943
558,user_031,biryani without mutton,3,1,click,1783369586
559,user_011,garlic naan,1,2,order,1783574054
560,user_023,Koramangala Punjab Grill,1,2,order,1784861128
561,user_029,pure veg thali in hsr layout under 200,1,2,add_to_cart,1782865635
562,user_034,hearty thali meal,1,1,add_to_cart,1784991054
563,user_040,burger without onion,6,1,order,1784263971
564,user_025,hot spicy mutton,4,1,click,1783471994
565,user_032,pure veg thali in koramangala under 300,2,1,order,1784158628
566,user_004,biryani in BTM Layout,4,2,order,1783799454
567,user_029,mutton dum biryany,4,1,order,1784139451
568,user_048,pure veg biryani in koramangala under 400,4,1,order,1784543266
569,user_039,chinese under 150,5,4,click,1784727267
570,user_004,Fast Food dishes,6,1,add_to_cart,1785163235
571,user_031,fast fud burger,6,1,order,1783292041
572,user_022,paneer butter masala,1,3,add_to_cart,1783259740
573,user_046,veg food under 300,1,1,click,1783880359
574,user_008,chinese under 400,7,2,click,1784730782
575,user_046,chinese under 400,5,3,click,1785283445
576,user_030,pure veg biryani in indiranagar under 250,4,4,order,1782831986
577,user_036,peri peri french fries,8,1,click,1785240425
578,user_007,pizza under 250,2,4,order,1784569800
579,user_049,pizza without chicken,2,1,add_to_cart,1784047646
580,user_009,south indian under 250,7,1,add_to_cart,1785135682
581,user_014,biryani under 500,3,1,add_to_cart,1783370258
582,user_012,light south indian breakfast,7,5,click,1784291185
583,user_037,peri peri fry,7,1,add_to_cart,1784585409
584,user_007,pure veg biryani in indiranagar under 400,4,1,click,1783051210
585,user_011,Olio Pizza,5,2,click,1783073977
586,user_014,biryani in Whitefield,4,1,add_to_cart,1784712111
587,user_048,refreshing cold dessert,8,1,order,1783810340
588,user_019,noodles without eggs,5,1,order,1784439315
589,user_021,authentic sourdough crust,1,1,click,1783867994
590,user_029,Koramangala Punjab Grill,1,1,click,1783625381
591,user_044,veg food under 400,1,1,click,1784395877
592,user_009,biryani in Jayanagar,4,2,click,1784200273
593,user_003,south indian under 300,7,1,click,1785395842
594,user_032,burger in Whitefield,6,1,click,1784146990
595,user_034,pizza under 400,2,4,order,1785091636
596,user_023,chinese under 150,5,1,add_to_cart,1784202386
597,user_049,biryani in Koramangala,4,2,click,1783294971
598,user_016,pure veg thali in hsr layout under 250,4,1,click,1784159900
599,user_025,south indian under 200,7,1,click,1784981693
600,user_033,Desserts restaurant,8,1,order,1782997720
601,user_013,light south indian breakfast,7,1,click,1783515897
602,user_035,CTR Shri Sagar,7,1,click,1783707914
603,user_007,pure veg thali in indiranagar under 200,1,1,click,1783458686
604,user_006,steamed idli sambar,7,1,add_to_cart,1785154567
605,user_027,chinese in Indiranagar,5,1,order,1784140888
606,user_001,chiken biryani,3,1,click,1783118255
607,user_007,pure veg pizza in koramangala under 400,2,1,click,1783994562
608,user_025,pure veg biryani in hsr layout under 250,4,1,order,1783469461
609,user_048,south indian under 250,7,1,click,1784063932
610,user_042,curry without dairy,1,2,click,1783330678
611,user_035,pure veg biryani in koramangala under 200,4,1,add_to_cart,1783694818
612,user_023,fried rice without pork,5,3,click,1783585514
613,user_013,dosa in Indiranagar,7,2,order,1785119253
614,user_007,dosa in Indiranagar,7,1,add_to_cart,1784311739
615,user_016,crunchy french fries,6,3,click,1784146683
616,user_040,South Indian dishes,7,4,add_to_cart,1784140590
617,user_001,chinese under 350,5,1,order,1783974272
618,user_044,south indian under 250,7,1,order,1784681759
619,user_032,chinese in Whitefield,5,3,click,1783990781
620,user_035,veg food under 300,1,2,click,1782891934
621,user_002,authentic hyderabadi taste,3,1,click,1782967540
622,user_035,paner butter masala,1,1,add_to_cart,1784460050
623,user_038,CTR Shri Sagar,7,1,click,1784762890
624,user_026,chinese under 150,5,1,click,1785389246
625,user_033,Meghana Foods,3,2,click,1785189267
626,user_010,rich creamy paneer,1,1,add_to_cart,1782983326
627,user_015,pure veg biryani in indiranagar under 300,4,1,click,1782993344
628,user_024,pure veg thali in hsr layout under 400,1,2,click,1782981165
629,user_007,South Indian food,7,1,add_to_cart,1785240749
630,user_025,south indian under 350,7,1,click,1784980834
631,user_034,burger in Koramangala,6,2,order,1784835909
632,user_033,chicken tikka pizza,8,4,click,1783778444
633,user_010,south indian under 500,7,1,click,1783779935
634,user_047,South Indian dishes,7,1,order,1783697549
635,user_027,bengali sweets special,8,1,click,1785219169
636,user_041,south indian under 250,7,1,click,1783511479
637,user_034,biryani under 400,1,1,add_to_cart,1783173448
638,user_031,indial thali veg,3,1,click,1784536674
639,user_050,peri peri fry,6,1,click,1784251060
640,user_038,bengali sweet,8,1,order,1783368335
641,user_034,biryani under 500,7,1,click,1785353490
642,user_039,sweet dessert platter,8,1,click,1784836458
643,user_035,indiranagar chinese,5,1,order,1784367268
644,user_034,noodles without eggs,5,1,order,1784283971
645,user_049,thali without rice,1,1,order,1783375339
646,user_015,Truffles,2,4,add_to_cart,1785323212
647,user_017,pure veg pizza in hsr layout under 200,2,2,click,1784993832
648,user_021,biryani without mutton,3,2,click,1784600866
649,user_017,dosa in Indiranagar,7,3,add_to_cart,1785380206
650,user_026,classic woodfired pizza,2,1,order,1783563397
651,user_031,dosa south indian,7,1,add_to_cart,1784483670
652,user_008,rich creamy paneer,1,1,click,1783234392
653,user_022,pure veg thali in koramangala under 200,1,2,click,1784445812
654,user_006,chicken tikka pizza,2,2,order,1783183481
655,user_039,veg food under 150,1,1,order,1785388951
656,user_046,burger in BTM Layout,1,1,click,1784887324
657,user_043,biryani under 500,5,1,click,1782954760
658,user_034,pure veg biryani in hsr layout under 400,4,1,click,1784322651
659,user_011,paneer butter masala,1,2,order,1784294917
660,user_038,pure veg biryani in hsr layout under 200,4,2,click,1783191976
661,user_036,fried rice without pork,6,1,add_to_cart,1783973550
662,user_030,south indian under 400,1,5,add_to_cart,1783547942
663,user_036,pizza under 200,2,2,add_to_cart,1783304564
664,user_035,burger in Indiranagar,6,1,order,1784395382
665,user_016,CTR Shri Sagar,7,1,order,1785275121
666,user_008,pure veg thali in hsr layout under 300,1,1,click,1783778189
667,user_023,pure veg thali in hsr layout under 200,1,1,add_to_cart,1783855060
668,user_044,pure veg thali in koramangala under 200,1,1,click,1785139750
669,user_021,pure veg biryani in hsr layout under 300,4,1,click,1783611413
670,user_016,biryani under 500,3,1,click,1783775159
671,user_040,biryani in Indiranagar,4,1,click,1783142993
672,user_032,family biryani bucket,3,4,order,1784370704
673,user_037,pure veg thali in indiranagar under 300,8,1,click,1784957642
674,user_049,dosa in Koramangala,7,1,order,1784820012
675,user_033,chicken dum biryani,3,1,order,1783318653
676,user_021,pure veg thali in indiranagar under 250,1,5,click,1784405229
677,user_024,South Indian restaurant,7,1,click,1785114634
678,user_031,dosa in Jayanagar,6,1,add_to_cart,1783585182
679,user_027,chinese under 500,5,5,add_to_cart,1784494000
680,user_037,biryani under 400,3,3,click,1783946041
681,user_028,dosa south indian,4,3,click,1783441043
682,user_012,hyderabadi chicken biryani,3,1,add_to_cart,1784854826
683,user_037,sweet dessert,8,1,click,1783065603
684,user_031,burger in Indiranagar,6,2,order,1784217444
685,user_036,Fast Food restaurant,6,4,add_to_cart,1782896988
686,user_044,Italian restaurant,4,2,click,1784007528
687,user_033,refreshing cold dessert,8,2,click,1784412120
688,user_041,pure veg biryani in koramangala under 300,3,1,add_to_cart,1784583019
689,user_026,mutton dum biryany,4,2,click,1783493268
690,user_021,North Indian restaurant,1,1,order,1783951489
691,user_024,Koramangala Punjab Grill,1,1,order,1783515576
692,user_009,veg cheese burger,6,1,click,1783696993
693,user_007,biryani under 200,3,1,click,1782924375
694,user_049,pure veg pizza in indiranagar under 400,2,1,add_to_cart,1783465060
695,user_020,Biryani dishes,3,1,order,1783344002
696,user_002,chinese under 350,5,2,add_to_cart,1784810930
697,user_018,biryany in hsr,3,1,click,1785291917
698,user_048,authentic hyderabadi taste,3,2,add_to_cart,1784269922
699,user_006,chinese in Koramangala,5,1,order,1783903502
700,user_001,hyderabadi chicken biryani,3,1,add_to_cart,1784016561
701,user_045,hyderabadi chicken biryani,8,1,add_to_cart,1782852097
702,user_039,chinese in BTM Layout,5,1,add_to_cart,1783604717
703,user_028,sweet dessert,8,1,order,1784400741
704,user_028,veg food under 150,1,1,add_to_cart,1785044928
705,user_013,pure veg thali in hsr layout under 200,3,1,click,1784028443
706,user_040,pure veg pizza in indiranagar under 250,2,5,click,1784158670
707,user_007,pizza under 400,2,1,order,1782848203
708,user_001,chinese under 300,5,3,order,1784120640
709,user_024,pure veg biryani in koramangala under 400,4,1,add_to_cart,1783150273
710,user_004,pizza under 300,2,2,click,1785092105
711,user_017,south indian under 400,7,2,click,1783858016
712,user_016,pure veg pizza in hsr layout under 250,2,2,click,1784746673
713,user_034,south indian under 150,7,1,order,1784445892
714,user_021,North Indian food,1,1,click,1783876263
715,user_013,dosa in Whitefield,7,1,click,1783287449
716,user_021,pure veg thali in koramangala under 250,1,4,click,1784473933
717,user_003,hyderabadi chicken biryani,3,3,click,1784371551
718,user_011,biryani in Indiranagar,4,5,click,1783064508
719,user_045,south indian under 300,7,1,click,1784859954
720,user_042,dosa south indian,7,2,click,1782903353
721,user_047,Fast Food food,6,4,order,1784648801
722,user_045,biryany in hsr,3,1,add_to_cart,1784171408
723,user_039,chinese in Jayanagar,3,1,click,1785041544
724,user_017,biryani in Whitefield,4,2,click,1784935933
725,user_002,pizza under 400,2,2,click,1784158881
726,user_035,rich creamy paneer,1,3,order,1785126816
727,user_021,dosa in BTM Layout,7,1,click,1783217521
728,user_003,spring rolls,5,3,click,1782944964
729,user_013,pure veg biryani in indiranagar under 300,4,1,order,1785019247
730,user_017,north indan thali,1,1,click,1782868680
731,user_042,chinese under 500,5,1,order,1783068388
732,user_027,biryani without rice,3,3,add_to_cart,1785032667
733,user_034,biryani in Koramangala,4,2,order,1783608447
734,user_016,rich creamy paneer,1,1,order,1783256351
735,user_023,margherita pisa,2,1,click,1783513441
736,user_026,chese burger,6,3,order,1784291547
737,user_021,chese burger,6,1,order,1784170444
738,user_035,hyderabdi biryani,3,3,add_to_cart,1784711310
739,user_001,pure veg pizza in koramangala under 200,2,1,click,1784984804
740,user_001,burger in Whitefield,6,1,click,1784134598
741,user_018,biryani without mutton,3,1,click,1782972070
742,user_009,south indian under 300,7,1,click,1783888557
743,user_037,chinese under 150,5,2,click,1784175650
744,user_032,south indian under 350,7,1,add_to_cart,1782970540
745,user_025,margherita pisa,2,1,add_to_cart,1784273118
746,user_027,pure veg thali in koramangala under 250,2,4,click,1785340029
747,user_050,quick bite burger,6,1,add_to_cart,1785013216
748,user_021,chinese under 300,5,1,click,1783025688
749,user_029,pure veg biryani in koramangala under 200,4,4,click,1784625462
750,user_010,pure veg biryani in koramangala under 200,4,2,order,1785210588
751,user_026,chese burger,6,1,order,1783360626
752,user_036,pure veg thali in hsr layout under 300,1,4,click,1785167500
753,user_034,sweets without dairy,8,2,add_to_cart,1784617619
754,user_006,margherita pisa,2,1,order,1784345836
755,user_023,South Indian food,7,1,add_to_cart,1783523701
756,user_029,sweet dessert platter,8,3,click,1783793119
757,user_010,Desserts restaurant,8,2,click,1783042542
758,user_010,crispy breakfast,5,1,click,1784253577
759,user_020,chinese under 200,5,4,add_to_cart,1783690442
760,user_014,south indian under 500,7,3,order,1783406647
761,user_002,spicy schezwan gravy,5,1,add_to_cart,1783528165
762,user_040,noodles without eggs,5,1,click,1783093124
763,user_043,burger in Jayanagar,6,1,click,1782893813
764,user_025,light south indian breakfast,7,2,click,1784136911
765,user_035,bengali sweet,8,1,order,1785165486
766,user_003,veg cheese burger,6,2,add_to_cart,1784868720
767,user_002,veg food under 350,1,2,add_to_cart,1784081841
768,user_018,pure veg pizza in koramangala under 400,2,3,order,1782937381
769,user_015,biryani in BTM Layout,4,1,click,1783182031
770,user_044,pure veg biryani in indiranagar under 400,4,3,order,1783821939
771,user_020,pure veg biryani in koramangala under 250,6,1,order,1785088086
772,user_009,crunchy french fries,6,3,click,1784109826
773,user_009,pure veg pizza in indiranagar under 400,2,1,click,1784145468
774,user_008,dosa without potato,7,1,click,1784150465
775,user_027,pure veg thali in hsr layout under 200,1,3,click,1783602043
776,user_002,pizza under 400,2,1,click,1785315111
777,user_002,authentic sourdough crust,2,1,click,1784920695
778,user_046,pure veg thali in koramangala under 300,1,2,order,1784875065
779,user_013,biryani under 350,3,2,click,1783945662
780,user_048,dosa in Koramangala,7,2,click,1783091188
781,user_040,pure veg biryani in hsr layout under 250,4,2,order,1783848879
782,user_003,KC Das Sweets,8,1,add_to_cart,1784466980
783,user_037,biryani without rice,3,1,click,1784707980
784,user_016,chicken fried rice,5,1,click,1785152960
785,user_041,Mainland China,4,1,add_to_cart,1784657415
786,user_050,burger in Whitefield,6,4,click,1784585727
787,user_045,mishti doi,8,2,order,1784708352
788,user_050,biryani under 400,3,1,order,1784548386
789,user_012,masala dosa,7,1,order,1783192033
790,user_042,pizza without chicken,3,4,click,1783196276
791,user_041,pure veg biryani in indiranagar under 250,4,1,click,1784402086
792,user_050,margherita pizza,2,2,click,1783493790
793,user_050,veg food under 400,1,1,add_to_cart,1784112006
794,user_019,pure veg thali in hsr layout under 250,1,2,click,1783664614
795,user_030,mutton dum biryani,4,1,click,1785363862
796,user_014,dosa in HSR Layout,7,3,order,1784534092
797,user_039,fast fud burger,6,4,click,1783018973
798,user_042,dal makhani,1,2,click,1785238489
799,user_022,dosa in Whitefield,1,2,click,1784562637
800,user_044,biryani under 350,3,4,order,1785242153
801,user_006,steamed idli sambar,7,2,add_to_cart,1784403179
802,user_028,Empire Restaurant,4,1,add_to_cart,1784788541
803,user_018,pizza without chicken,2,2,click,1783690616
804,user_037,pizza under 200,2,2,order,1785350415
805,user_019,thali without garlic,1,1,add_to_cart,1785017443
806,user_023,cheesy meal,8,2,order,1784879506
807,user_015,spicy noodles,5,4,click,1783309589
808,user_048,veg food under 250,1,4,order,1783004601
809,user_041,sweet dessert,8,1,add_to_cart,1783880897
810,user_020,chinese in Whitefield,5,1,click,1783291258
811,user_026,Chinese dishes,5,5,click,1783627553
812,user_044,Chinese restaurant,5,3,click,1783383186
813,user_030,rich gravy curry,6,1,order,1784550037
814,user_034,dal makhani,1,4,click,1783687309
815,user_023,South Indian dishes,7,3,add_to_cart,1782944542
816,user_041,Desserts dishes,8,1,order,1783599717
817,user_020,Olio Pizza,2,2,click,1783952535
818,user_016,pure veg biryani in koramangala under 400,4,1,click,1785016223
819,user_024,chinese under 200,5,1,click,1784675116
820,user_033,pure veg thali in hsr layout under 300,1,1,order,1785010047
821,user_010,South Indian restaurant,7,3,click,1783674410
822,user_025,pure veg thali in indiranagar under 250,1,1,click,1784118143
823,user_039,authentic sourdough crust,6,1,order,1783007317
824,user_043,Truffles,6,1,add_to_cart,1783693949
825,user_019,south indian under 400,7,1,order,1783307256
826,user_018,veg food under 350,1,4,click,1785089323
827,user_018,North Indian dishes,1,1,click,1783532172
828,user_035,Chinese restaurant,5,1,click,1784788201
829,user_007,peri peri french fries,6,2,order,1784457611
830,user_038,bengali sweet,8,1,add_to_cart,1784124264
831,user_046,veg food under 500,1,1,order,1785195273
832,user_030,noodles without eggs,5,1,order,1784787405
833,user_010,burger in Koramangala,5,1,add_to_cart,1784458282
834,user_022,loaded pizza slice,2,1,order,1784858544
835,user_031,Italian restaurant,2,1,add_to_cart,1784275992
836,user_033,pizza under 250,2,1,add_to_cart,1785146454
837,user_035,burger in Whitefield,6,4,click,1783835907
838,user_025,pure veg thali in hsr layout under 300,1,1,order,1784639798
839,user_035,Chinese dishes,5,2,click,1785222113
840,user_038,south indian under 200,7,2,click,1784681165
841,user_005,pure veg biryani in hsr layout under 200,4,1,add_to_cart,1784887017
842,user_006,garlic naan,1,2,click,1783429203
843,user_035,pure veg biryani in indiranagar under 250,4,1,click,1783676400
844,user_020,North Indian dishes,1,5,order,1784257743
845,user_001,peri peri fry,6,1,click,1784047692
846,user_001,mishti doi,8,1,click,1783997464
847,user_028,dosa in HSR Layout,7,1,add_to_cart,1784419329
848,user_035,pure veg thali in koramangala under 250,1,5,order,1783397090
849,user_024,Biryani restaurant,3,1,add_to_cart,1783340384
850,user_042,gulab jamun,8,2,order,1783383277
851,user_030,pure veg biryani in indiranagar under 200,7,1,click,1784719661
852,user_029,noddles chinese,5,2,click,1784595415
853,user_032,margherita pisa,2,1,add_to_cart,1784536971
854,user_024,margherita pisa,2,4,order,1784359723
855,user_045,pure veg thali in hsr layout under 300,1,1,order,1784982036
856,user_016,pizza under 150,2,1,add_to_cart,1785385065
857,user_001,Koramangala Punjab Grill,1,1,add_to_cart,1784579662
858,user_019,biryani in Whitefield,4,1,add_to_cart,1783071397
859,user_011,kesari rasgulla,8,2,click,1784016785
860,user_033,pizza under 250,2,1,add_to_cart,1783369700
861,user_017,chinese in Jayanagar,5,3,click,1785295856
862,user_029,rich creamy paneer,1,1,add_to_cart,1783804470
863,user_003,pure veg thali in indiranagar under 400,1,1,click,1785311685
864,user_032,south indian under 300,7,1,order,1783811816
865,user_041,fried rice without pork,5,1,click,1783922748
866,user_004,south indian under 200,7,2,order,1784077818
867,user_035,Olio Pizza,2,1,order,1783915322
868,user_001,pure veg thali in koramangala under 250,1,1,order,1784137887
869,user_003,classic woodfired pizza,2,3,order,1785374355
870,user_022,burger in Jayanagar,6,4,add_to_cart,1785264008
871,user_044,CTR Shri Sagar,7,1,add_to_cart,1783568418
872,user_044,hyderabadi chicken biryani,3,1,click,1784538695
873,user_023,pure veg thali in hsr layout under 250,1,2,add_to_cart,1783623627
874,user_039,dal makhani,1,1,click,1783317013
875,user_043,Desserts dishes,8,1,click,1783586648
876,user_043,pure veg pizza in koramangala under 300,8,1,add_to_cart,1784604691
877,user_050,loaded pizza slice,2,2,click,1783124159
878,user_025,garlic naan,1,2,add_to_cart,1783923877
879,user_032,spring rolls,4,1,order,1783562233
880,user_010,pizza under 200,2,1,click,1785388954
881,user_046,pure veg pizza in hsr layout under 250,2,1,click,1783109123
882,user_050,dosa in Indiranagar,7,2,click,1782817432
883,user_025,loaded pizza slice,2,1,order,1785224008
884,user_032,CTR Shri Sagar,7,1,click,1785079257
885,user_045,Biryani restaurant,3,3,click,1785192986
886,user_022,Fast Food food,6,1,click,1783194077
887,user_006,Chinese dishes,5,2,click,1783554583
888,user_043,Biryani restaurant,3,1,click,1784320643
889,user_029,authentic hyderabadi taste,3,1,click,1783623682
890,user_032,burger in HSR Layout,6,1,order,1785053299
891,user_002,pure veg biryani in indiranagar under 250,4,2,add_to_cart,1782993370
892,user_042,south indian under 500,7,3,click,1785243745
893,user_003,gulab jamun,8,3,click,1784790231
894,user_003,crispy breakfast,7,1,click,1783536257
895,user_007,chinese in Whitefield,5,2,click,1783259778
896,user_040,bengali sweet,8,1,order,1784228712
897,user_044,sweets without dairy,8,1,click,1784162638
898,user_049,south indian under 500,7,4,add_to_cart,1783078964
899,user_049,biryani under 300,3,1,click,1784653671
900,user_003,kesari rasgulla,8,1,click,1782879351
901,user_001,veg food under 150,1,1,add_to_cart,1784559555
902,user_031,CTR Shri Sagar,7,1,click,1783950238
903,user_016,pure veg thali in hsr layout under 200,1,1,click,1784910473
904,user_041,pizza under 150,2,2,add_to_cart,1784570308
905,user_034,veg food under 250,6,1,click,1784760856
906,user_014,rich creamy paneer,1,4,click,1783439656
907,user_032,pure veg biryani in hsr layout under 300,4,3,click,1784341329
