log_id,user_id,query,clicked_restaurant_id,clicked_rank,action,timestamp
505,user_019,veg food under 200,6,2,order,1783927006
506,user_037,pure veg biryani in indiranagar under 300,4,1,click,1783974307
507,user_039,crispy breakfast,7,4,click,1784479212
508,user_045,South Indian dishes,7,3,add_to_cart,1784381266
509,user_020,burger in Whitefield,6,4,click,1783775259
510,user_029,biryani without rice,3,2,add_to_cart,1784567208
511,user_013,pizza under 150,2,2,order,1784985500
512,user_033,dal makhani,1,1,add_to_cart,1784944790
513,user_034,Koramangala Punjab Grill,1,4,click,1783627645
514,user_004,biryani under 500,3,3,click,1784330659
515,user_024,chinese in Jayanagar,5,1,click,1782947328
516,user_039,pure veg pizza in indiranagar under 300,2,1,add_to_cart,1784263021
517,user_048,chinese in Indiranagar,5,1,add_to_cart,1782934272
518,user_037,biryani under 350,3,3,click,1783763325
519,user_042,dosa in Jayanagar,7,5,click,1784807644
520,user_012,bengali sweets special,8,1,click,1783877739
521,user_046,chinese in Whitefield,5,2,order,1784398189
522,user_017,pure veg thali in indiranagar under 250,1,1,order,1785270653
523,user_043,pure veg biryani in hsr layout under 400,6,5,add_to_cart,1784071035
524,user_005,pure veg thali in hsr layout under 300,1,3,add_to_cart,1783980476
525,user_042,biryani without chicken,4,3,click,1783057267
526,user_026,fast fud burger,6,1,click,1784905269
527,user_027,chinese in Indiranagar,5,1,click,1784258483
528,user_044,dosa in Koramangala,7,1,add_to_cart,1784946969
529,user_043,chinese under 350,3,1,add_to_cart,1783228513
530,user_017,thali without rice,1,3,add_to_cart,1783193687
531,user_048,burger in Koramangala,7,3,add_to_cart,1784378086
532,user_030,biryani in Whitefield,8,5,click,1785266826
533,user_005,crispy breakfast,7,5,click,1784419973
534,user_004,pure veg thali in hsr layout under 200,3,2,click,1783659241
535,user_030,shezwan hakka noodles,5,2,click,1784864199
536,user_021,veg food under 400,1,4,order,1783966396
537,user_011,KC Das Sweets,8,3,order,1783188409
538,user_041,pure veg thali in koramangala under 250,1,1,order,1784426882
539,user_024,burger without mayo,6,1,click,1782894282
540,user_047,rich gravy curry,1,1,add_to_cart,1783359911
541,user_038,pure veg pizza in koramangala under 400,2,4,click,1784069887
542,user_047,pure veg pizza in indiranagar under 250,2,2,order,1783380290
543,user_023,pure veg pizza in indiranagar under 300,2,1,order,1782899351
544,user_009,curry without dairy,1,2,click,1783335715
545,user_003,light south indian breakfast,7,2,click,1785310235
546,user_007,family biryani bucket,3,1,click,1783304794
547,user_008,Biryani food,3,1,click,1783681045
548,user_001,authentic hyderabadi taste,3,2,add_to_cart,1785359351
549,user_007,pure veg pizza in indiranagar under 200,2,1,add_to_cart,1783297340
550,user_013,pure veg biryani in koramangala under 400,4,3,click,1784320369
551,user_011,biryani in Whitefield,4,1,click,1784835187
552,user_001,paneer butter masala,1,3,order,1783444694
553,user_033,Koramangala Punjab Grill,1,2,add_to_cart,1783788693
554,user_017,biryani in Whitefield,4,2,click,1782984579
555,user_044,Fast Food restaurant,6,3,click,1783011609
556,user_011,bengali sweets special,8,1,add_to_cart,1783209003
557,user_012,Chinese dishes,5,1,order,1783959287
558,user_031,biryani without mutton,3,1,click,1783374930
559,user_011,garlic naan,1,2,order,1783579398
560,user_023,Koramangala Punjab Grill,1,2,order,1784866472
561,user_029,pure veg thali in hsr layout under 200,1,2,add_to_cart,1782870979
562,user_034,hearty thali meal,1,1,add_to_cart,1784996398
563,user_040,burger without onion,6,1,order,1784269315
564,user_025,hot spicy mutton,4,1,click,1783477338
565,user_032,pure veg thali in koramangala under 300,2,1,order,1784163972
566,user_004,biryani in BTM Layout,4,2,order,1783804798
567,user_029,mutton dum biryany,4,1,order,1784144795
568,user_048,pure veg biryani in koramangala under 400,4,1,order,1784548610
569,user_039,chinese under 150,5,4,click,1784732611
570,user_004,Fast Food dishes,6,1,add_to_cart,1785168579
571,user_031,fast fud burger,6,1,order,1783297385
572,user_022,paneer butter masala,1,3,add_to_cart,1783265084
573,user_046,veg food under 300,1,1,click,1783885703
574,user_008,chinese under 400,7,2,click,1784736126
575,user_046,chinese under 400,5,3,click,1785288789
576,user_030,pure veg biryani in indiranagar under 250,4,4,order,1782837330
577,user_036,peri peri french fries,8,1,click,1785245769
578,user_007,pizza under 250,2,4,order,1784575144
579,user_049,pizza without chicken,2,1,add_to_cart,1784052990
580,user_009,south indian under 250,7,1,add_to_cart,1785141026
581,user_014,biryani under 500,3,1,add_to_cart,1783375602
582,user_012,light south indian breakfast,7,5,click,1784296529
583,user_037,peri peri fry,7,1,add_to_cart,1784590753
584,user_007,pure veg biryani in indiranagar under 400,4,1,click,1783056554
585,user_011,Olio Pizza,5,2,click,1783079321
586,user_014,biryani in Whitefield,4,1,add_to_cart,1784717455
587,user_048,refreshing cold dessert,8,1,order,1783815684
588,user_019,noodles without eggs,5,1,order,1784444659
589,user_021,authentic sourdough crust,1,1,click,1783873338
590,user_029,Koramangala Punjab Grill,1,1,click,1783630725
591,user_044,veg food under 400,1,1,click,1784401221
592,user_009,biryani in Jayanagar,4,2,click,1784205617
593,user_003,south indian under 300,7,1,click,1785401186
594,user_032,burger in Whitefield,6,1,click,1784152334
595,user_034,pizza under 400,2,4,order,1785096980
596,user_023,chinese under 150,5,1,add_to_cart,1784207730
597,user_049,biryani in Koramangala,4,2,click,1783300315
598,user_016,pure veg thali in hsr layout under 250,4,1,click,1784165244
599,user_025,south indian under 200,7,1,click,1784987037
600,user_033,Desserts restaurant,8,1,order,1783003064
601,user_013,light south indian breakfast,7,1,click,1783521241
602,user_035,CTR Shri Sagar,7,1,click,1783713258
603,user_007,pure veg thali in indiranagar under 200,1,1,click,1783464030
604,user_006,steamed idli sambar,7,1,add_to_cart,1785159911
605,user_027,chinese in Indiranagar,5,1,order,1784146232
606,user_001,chiken biryani,3,1,click,1783123599
607,user_007,pure veg pizza in koramangala under 400,2,1,click,1783999906
608,user_025,pure veg biryani in hsr layout under 250,4,1,order,1783474805
609,user_048,south indian under 250,7,1,click,1784069276
610,user_042,curry without dairy,1,2,click,1783336022
611,user_035,pure veg biryani in koramangala under 200,4,1,add_to_cart,1783700162
612,user_023,fried rice without pork,5,3,click,1783590858
613,user_013,dosa in Indiranagar,7,2,order,1785124597
614,user_007,dosa in Indiranagar,7,1,add_to_cart,1784317083
615,user_016,crunchy french fries,6,3,click,1784152027
616,user_040,South Indian dishes,7,4,add_to_cart,1784145934
617,user_001,chinese under 350,5,1,order,1783979616
618,user_044,south indian under 250,7,1,order,1784687103
619,user_032,chinese in Whitefield,5,3,click,1783996125
620,user_035,veg food under 300,1,2,click,1782897278
621,user_002,authentic hyderabadi taste,3,1,click,1782972884
622,user_035,paner butter masala,1,1,add_to_cart,1784465394
623,user_038,CTR Shri Sagar,7,1,click,1784768234
624,user_026,chinese under 150,5,1,click,1785394590
625,user_033,Meghana Foods,3,2,click,1785194611
626,user_010,rich creamy paneer,1,1,add_to_cart,1782988670
627,user_015,pure veg biryani in indiranagar under 300,4,1,click,1782998688
628,user_024,pure veg thali in hsr layout under 400,1,2,click,1782986509
629,user_007,South Indian food,7,1,add_to_cart,1785246093
630,user_025,south indian under 350,7,1,click,1784986178
631,user_034,burger in Koramangala,6,2,order,1784841253
632,user_033,chicken tikka pizza,8,4,click,1783783788
633,user_010,south indian under 500,7,1,click,1783785279
634,user_047,South Indian dishes,7,1,order,1783702893
635,user_027,bengali sweets special,8,1,click,1785224513
636,user_041,south indian under 250,7,1,click,1783516823
637,user_034,biryani under 400,1,1,add_to_cart,1783178792
638,user_031,indial thali veg,3,1,click,1784542018
639,user_050,peri peri fry,6,1,click,1784256404
640,user_038,bengali sweet,8,1,order,1783373679
641,user_034,biryani under 500,7,1,click,1785358834
642,user_039,sweet dessert platter,8,1,click,1784841802
643,user_035,indiranagar chinese,5,1,order,1784372612
644,user_034,noodles without eggs,5,1,order,1784289315
645,user_049,thali without rice,1,1,order,1783380683
646,user_015,Truffles,2,4,add_to_cart,1785328556
647,user_017,pure veg pizza in hsr layout under 200,2,2,click,1784999176
648,user_021,biryani without mutton,3,2,click,1784606210
649,user_017,dosa in Indiranagar,7,3,add_to_cart,1785385550
650,user_026,classic woodfired pizza,2,1,order,1783568741
651,user_031,dosa south indian,7,1,add_to_cart,1784489014
652,user_008,rich creamy paneer,1,1,click,1783239736
653,user_022,pure veg thali in koramangala under 200,1,2,click,1784451156
654,user_006,chicken tikka pizza,2,2,order,1783188825
655,user_039,veg food under 150,1,1,order,1785394295
656,user_046,burger in BTM Layout,1,1,click,1784892668
657,user_043,biryani under 500,5,1,click,1782960104
658,user_034,pure veg biryani in hsr layout under 400,4,1,click,1784327995
659,user_011,paneer butter masala,1,2,order,1784300261
660,user_038,pure veg biryani in hsr layout under 200,4,2,click,1783197320
661,user_036,fried rice without pork,6,1,add_to_cart,1783978894
662,user_030,south indian under 400,1,5,add_to_cart,1783553286
663,user_036,pizza under 200,2,2,add_to_cart,1783309908
664,user_035,burger in Indiranagar,6,1,order,1784400726
665,user_016,CTR Shri Sagar,7,1,order,1785280465
666,user_008,pure veg thali in hsr layout under 300,1,1,click,1783783533
667,user_023,pure veg thali in hsr layout under 200,1,1,add_to_cart,1783860404
668,user_044,pure veg thali in koramangala under 200,1,1,click,1785145094
669,user_021,pure veg biryani in hsr layout under 300,4,1,click,1783616757
670,user_016,biryani under 500,3,1,click,1783780503
671,user_040,biryani in Indiranagar,4,1,click,1783148337
672,user_032,family biryani bucket,3,4,order,1784376048
673,user_037,pure veg thali in indiranagar under 300,8,1,click,1784962986
674,user_049,dosa in Koramangala,7,1,order,1784825356
675,user_033,chicken dum biryani,3,1,order,1783323997
676,user_021,pure veg thali in indiranagar under 250,1,5,click,1784410573
677,user_024,South Indian restaurant,7,1,click,1785119978
678,user_031,dosa in Jayanagar,6,1,add_to_cart,1783590526
679,user_027,chinese under 500,5,5,add_to_cart,1784499344
680,user_037,biryani under 400,3,3,click,1783951385
681,user_028,dosa south indian,4,3,click,1783446387
682,user_012,hyderabadi chicken biryani,3,1,add_to_cart,1784860170
683,user_037,sweet dessert,8,1,click,1783070947
684,user_031,burger in Indiranagar,6,2,order,1784222788
685,user_036,Fast Food restaurant,6,4,add_to_cart,1782902332
686,user_044,Italian restaurant,4,2,click,1784012872
687,user_033,refreshing cold dessert,8,2,click,1784417464
688,user_041,pure veg biryani in koramangala under 300,3,1,add_to_cart,1784588363
689,user_026,mutton dum biryany,4,2,click,1783498612
690,user_021,North Indian restaurant,1,1,order,1783956833
691,user_024,Koramangala Punjab Grill,1,1,order,1783520920
692,user_009,veg cheese burger,6,1,click,1783702337
693,user_007,biryani under 200,3,1,click,1782929719
694,user_049,pure veg pizza in indiranagar under 400,2,1,add_to_cart,1783470404
695,user_020,Biryani dishes,3,1,order,1783349346
696,user_002,chinese under 350,5,2,add_to_cart,1784816274
697,user_018,biryany in hsr,3,1,click,1785297261
698,user_048,authentic hyderabadi taste,3,2,add_to_cart,1784275266
699,user_006,chinese in Koramangala,5,1,order,1783908846
700,user_001,hyderabadi chicken biryani,3,1,add_to_cart,1784021905
701,user_045,hyderabadi chicken biryani,8,1,add_to_cart,1782857441
702,user_039,chinese in BTM Layout,5,1,add_to_cart,1783610061
703,user_028,sweet dessert,8,1,order,1784406085
704,user_028,veg food under 150,1,1,add_to_cart,1785050272
705,user_013,pure veg thali in hsr layout under 200,3,1,click,1784033787
706,user_040,pure veg pizza in indiranagar under 250,2,5,click,1784164014
707,user_007,pizza under 400,2,1,order,1782853547
708,user_001,chinese under 300,5,3,order,1784125984
709,user_024,pure veg biryani in koramangala under 400,4,1,add_to_cart,1783155617
710,user_004,pizza under 300,2,2,click,1785097449
711,user_017,south indian under 400,7,2,click,1783863360
712,user_016,pure veg pizza in hsr layout under 250,2,2,click,1784752017
713,user_034,south indian under 150,7,1,order,1784451236
714,user_021,North Indian food,1,1,click,1783881607
715,user_013,dosa in Whitefield,7,1,click,1783292793
716,user_021,pure veg thali in koramangala under 250,1,4,click,1784479277
717,user_003,hyderabadi chicken biryani,3,3,click,1784376895
718,user_011,biryani in Indiranagar,4,5,click,1783069852
719,user_045,south indian under 300,7,1,click,1784865298
720,user_042,dosa south indian,7,2,click,1782908697
721,user_047,Fast Food food,6,4,order,1784654145
722,user_045,biryany in hsr,3,1,add_to_cart,1784176752
723,user_039,chinese in Jayanagar,3,1,click,1785046888
724,user_017,biryani in Whitefield,4,2,click,1784941277
725,user_002,pizza under 400,2,2,click,1784164225
726,user_035,rich creamy paneer,1,3,order,1785132160
727,user_021,dosa in BTM Layout,7,1,click,1783222865
728,user_003,spring rolls,5,3,click,1782950308
729,user_013,pure veg biryani in indiranagar under 300,4,1,order,1785024591
730,user_017,north indan thali,1,1,click,1782874024
731,user_042,chinese under 500,5,1,order,1783073732
732,user_027,biryani without rice,3,3,add_to_cart,1785038011
733,user_034,biryani in Koramangala,4,2,order,1783613791
734,user_016,rich creamy paneer,1,1,order,1783261695
735,user_023,margherita pisa,2,1,click,1783518785
736,user_026,chese burger,6,3,order,1784296891
737,user_021,chese burger,6,1,order,1784175788
738,user_035,hyderabdi biryani,3,3,add_to_cart,1784716654
739,user_001,pure veg pizza in koramangala under 200,2,1,click,1784990148
740,user_001,burger in Whitefield,6,1,click,1784139942
741,user_018,biryani without mutton,3,1,click,1782977414
742,user_009,south indian under 300,7,1,click,1783893901
743,user_037,chinese under 150,5,2,click,1784180994
744,user_032,south indian under 350,7,1,add_to_cart,1782975884
745,user_025,margherita pisa,2,1,add_to_cart,1784278462
746,user_027,pure veg thali in koramangala under 250,2,4,click,1785345373
747,user_050,quick bite burger,6,1,add_to_cart,1785018560
748,user_021,chinese under 300,5,1,click,1783031032
749,user_029,pure veg biryani in koramangala under 200,4,4,click,1784630806
750,user_010,pure veg biryani in koramangala under 200,4,2,order,1785215932
751,user_026,chese burger,6,1,order,1783365970
752,user_036,pure veg thali in hsr layout under 300,1,4,click,1785172844
753,user_034,sweets without dairy,8,2,add_to_cart,1784622963
754,user_006,margherita pisa,2,1,order,1784351180
755,user_023,South Indian food,7,1,add_to_cart,1783529045
756,user_029,sweet dessert platter,8,3,click,1783798463
757,user_010,Desserts restaurant,8,2,click,1783047886
758,user_010,crispy breakfast,5,1,click,1784258921
759,user_020,chinese under 200,5,4,add_to_cart,1783695786
760,user_014,south indian under 500,7,3,order,1783411991
761,user_002,spicy schezwan gravy,5,1,add_to_cart,1783533509
762,user_040,noodles without eggs,5,1,click,1783098468
763,user_043,burger in Jayanagar,6,1,click,1782899157
764,user_025,light south indian breakfast,7,2,click,1784142255
765,user_035,bengali sweet,8,1,order,1785170830
766,user_003,veg cheese burger,6,2,add_to_cart,1784874064
767,user_002,veg food under 350,1,2,add_to_cart,1784087185
768,user_018,pure veg pizza in koramangala under 400,2,3,order,1782942725
769,user_015,biryani in BTM Layout,4,1,click,1783187375
770,user_044,pure veg biryani in indiranagar under 400,4,3,order,1783827283
771,user_020,pure veg biryani in koramangala under 250,6,1,order,1785093430
772,user_009,crunchy french fries,6,3,click,1784115170
773,user_009,pure veg pizza in indiranagar under 400,2,1,click,1784150812
774,user_008,dosa without potato,7,1,click,1784155809
775,user_027,pure veg thali in hsr layout under 200,1,3,click,1783607387
776,user_002,pizza under 400,2,1,click,1785320455
777,user_002,authentic sourdough crust,2,1,click,1784926039
778,user_046,pure veg thali in koramangala under 300,1,2,order,1784880409
779,user_013,biryani under 350,3,2,click,1783951006
780,user_048,dosa in Koramangala,7,2,click,1783096532
781,user_040,pure veg biryani in hsr layout under 250,4,2,order,1783854223
782,user_003,KC Das Sweets,8,1,add_to_cart,1784472324
783,user_037,biryani without rice,3,1,click,1784713324
784,user_016,chicken fried rice,5,1,click,1785158304
785,user_041,Mainland China,4,1,add_to_cart,1784662759
786,user_050,burger in Whitefield,6,4,click,1784591071
787,user_045,mishti doi,8,2,order,1784713696
788,user_050,biryani under 400,3,1,order,1784553730
789,user_012,masala dosa,7,1,order,1783197377
790,user_042,pizza without chicken,3,4,click,1783201620
791,user_041,pure veg biryani in indiranagar under 250,4,1,click,1784407430
792,user_050,margherita pizza,2,2,click,1783499134
793,user_050,veg food under 400,1,1,add_to_cart,1784117350
794,user_019,pure veg thali in hsr layout under 250,1,2,click,1783669958
795,user_030,mutton dum biryani,4,1,click,1785369206
796,user_014,dosa in HSR Layout,7,3,order,1784539436
797,user_039,fast fud burger,6,4,click,1783024317
798,user_042,dal makhani,1,2,click,1785243833
799,user_022,dosa in Whitefield,1,2,click,1784567981
800,user_044,biryani under 350,3,4,order,1785247497
801,user_006,steamed idli sambar,7,2,add_to_cart,1784408523
802,user_028,Empire Restaurant,4,1,add_to_cart,1784793885
803,user_018,pizza without chicken,2,2,click,1783695960
804,user_037,pizza under 200,2,2,order,1785355759
805,user_019,thali without garlic,1,1,add_to_cart,1785022787
806,user_023,cheesy meal,8,2,order,1784884850
807,user_015,spicy noodles,5,4,click,1783314933
808,user_048,veg food under 250,1,4,order,1783009945
809,user_041,sweet dessert,8,1,add_to_cart,1783886241
810,user_020,chinese in Whitefield,5,1,click,1783296602
811,user_026,Chinese dishes,5,5,click,1783632897
812,user_044,Chinese restaurant,5,3,click,1783388530
813,user_030,rich gravy curry,6,1,order,1784555381
814,user_034,dal makhani,1,4,click,1783692653
815,user_023,South Indian dishes,7,3,add_to_cart,1782949886
816,user_041,Desserts dishes,8,1,order,1783605061
817,user_020,Olio Pizza,2,2,click,1783957879
818,user_016,pure veg biryani in koramangala under 400,4,1,click,1785021567
819,user_024,chinese under 200,5,1,click,1784680460
820,user_033,pure veg thali in hsr layout under 300,1,1,order,1785015391
821,user_010,South Indian restaurant,7,3,click,1783679754
822,user_025,pure veg thali in indiranagar under 250,1,1,click,1784123487
823,user_039,authentic sourdough crust,6,1,order,1783012661
824,user_043,Truffles,6,1,add_to_cart,1783699293
825,user_019,south indian under 400,7,1,order,1783312600
826,user_018,veg food under 350,1,4,click,1785094667
827,user_018,North Indian dishes,1,1,click,1783537516
828,user_035,Chinese restaurant,5,1,click,1784793545
829,user_007,peri peri french fries,6,2,order,1784462955
830,user_038,bengali sweet,8,1,add_to_cart,1784129608
831,user_046,veg food under 500,1,1,order,1785200617
832,user_030,noodles without eggs,5,1,order,1784792749
833,user_010,burger in Koramangala,5,1,add_to_cart,1784463626
834,user_022,loaded pizza slice,2,1,order,1784863888
835,user_031,Italian restaurant,2,1,add_to_cart,1784281336
836,user_033,pizza under 250,2,1,add_to_cart,1785151798
837,user_035,burger in Whitefield,6,4,click,1783841251
838,user_025,pure veg thali in hsr layout under 300,1,1,order,1784645142
839,user_035,Chinese dishes,5,2,click,1785227457
840,user_038,south indian under 200,7,2,click,1784686509
841,user_005,pure veg biryani in hsr layout under 200,4,1,add_to_cart,1784892361
842,user_006,garlic naan,1,2,click,1783434547
843,user_035,pure veg biryani in indiranagar under 250,4,1,click,1783681744
844,user_020,North Indian dishes,1,5,order,1784263087
845,user_001,peri peri fry,6,1,click,1784053036
846,user_001,mishti doi,8,1,click,1784002808
847,user_028,dosa in HSR Layout,7,1,add_to_cart,1784424673
848,user_035,pure veg thali in koramangala under 250,1,5,order,1783402434
849,user_024,Biryani restaurant,3,1,add_to_cart,1783345728
850,user_042,gulab jamun,8,2,order,1783388621
851,user_030,pure veg biryani in indiranagar under 200,7,1,click,1784725005
852,user_029,noddles chinese,5,2,click,1784600759
853,user_032,margherita pisa,2,1,add_to_cart,1784542315
854,user_024,margherita pisa,2,4,order,1784365067
855,user_045,pure veg thali in hsr layout under 300,1,1,order,1784987380
856,user_016,pizza under 150,2,1,add_to_cart,1785390409
857,user_001,Koramangala Punjab Grill,1,1,add_to_cart,1784585006
858,user_019,biryani in Whitefield,4,1,add_to_cart,1783076741
859,user_011,kesari rasgulla,8,2,click,1784022129
860,user_033,pizza under 250,2,1,add_to_cart,1783375044
861,user_017,chinese in Jayanagar,5,3,click,1785301200
862,user_029,rich creamy paneer,1,1,add_to_cart,1783809814
863,user_003,pure veg thali in indiranagar under 400,1,1,click,1785317029
864,user_032,south indian under 300,7,1,order,1783817160
865,user_041,fried rice without pork,5,1,click,1783928092
866,user_004,south indian under 200,7,2,order,1784083162
867,user_035,Olio Pizza,2,1,order,1783920666
868,user_001,pure veg thali in koramangala under 250,1,1,order,1784143231
869,user_003,classic woodfired pizza,2,3,order,1785379699
870,user_022,burger in Jayanagar,6,4,add_to_cart,1785269352
871,user_044,CTR Shri Sagar,7,1,add_to_cart,1783573762
872,user_044,hyderabadi chicken biryani,3,1,click,1784544039
873,user_023,pure veg thali in hsr layout under 250,1,2,add_to_cart,1783628971
874,user_039,dal makhani,1,1,click,1783322357
875,user_043,Desserts dishes,8,1,click,1783591992
876,user_043,pure veg pizza in koramangala under 300,8,1,add_to_cart,1784610035
877,user_050,loaded pizza slice,2,2,click,1783129503
878,user_025,garlic naan,1,2,add_to_cart,1783929221
879,user_032,spring rolls,4,1,order,1783567577
880,user_010,pizza under 200,2,1,click,1785394298
881,user_046,pure veg pizza in hsr layout under 250,2,1,click,1783114467
882,user_050,dosa in Indiranagar,7,2,click,1782822776
883,user_025,loaded pizza slice,2,1,order,1785229352
884,user_032,CTR Shri Sagar,7,1,click,1785084601
885,user_045,Biryani restaurant,3,3,click,1785198330
886,user_022,Fast Food food,6,1,click,1783199421
887,user_006,Chinese dishes,5,2,click,1783559927
888,user_043,Biryani restaurant,3,1,click,1784325987
889,user_029,authentic hyderabadi taste,3,1,click,1783629026
890,user_032,burger in HSR Layout,6,1,order,1785058643
891,user_002,pure veg biryani in indiranagar under 250,4,2,add_to_cart,1782998714
892,user_042,south indian under 500,7,3,click,1785249089
893,user_003,gulab jamun,8,3,click,1784795575
894,user_003,crispy breakfast,7,1,click,1783541601
895,user_007,chinese in Whitefield,5,2,click,1783265122
896,user_040,bengali sweet,8,1,order,1784234056
897,user_044,sweets without dairy,8,1,click,1784167982
898,user_049,south indian under 500,7,4,add_to_cart,1783084308
899,user_049,biryani under 300,3,1,click,1784659015
900,user_003,kesari rasgulla,8,1,click,1782884695
901,user_001,veg food under 150,1,1,add_to_cart,1784564899
902,user_031,CTR Shri Sagar,7,1,click,1783955582
903,user_016,pure veg thali in hsr layout under 200,1,1,click,1784915817
904,user_041,pizza under 150,2,2,add_to_cart,1784575652
905,user_034,veg food under 250,6,1,click,1784766200
906,user_014,rich creamy paneer,1,4,click,1783445000
907,user_032,pure veg biryani in hsr layout under 300,4,3,click,1784346673
